Date,Title,Image
"Feb 28, 2023 06:27","Market slides for 8th day; Nifty holds 17,300",https://i-invdn-com.investing.com/news/moved_LYNXNPEC7U0C0_L.jpg
"Feb 28, 2023 06:16",Stock market update: Nifty Realty index  advances  1.14%,https://i-invdn-com.investing.com/akapi-images/520x292/26765bc8a3d976d25045053aee068be1_w_520_h_292.jpg
"Feb 28, 2023 06:15","Sensex, Nifty end lower for 8th day on the trot as bears tighten grip",https://i-invdn-com.investing.com/news/MumbaiStockExchange_800x533_L_1630012529.jpg
"Feb 28, 2023 06:04",Asian stocks sink as Fed fears outweigh China recovery hopes,https://i-invdn-com.investing.com/news/ShanghaiStockExchange_800x533_L_1615895288.jpg
"Feb 28, 2023 00:00",Benchmarks trade with minor gains; media shares advance,https://i-invdn-com.investing.com/akapi-images/520x292/aa7ac85b52e6fc25f009ffc727fed82b_w_520_h_292.jpg
"Feb 27, 2023 23:59",Stock market update: Nifty Auto index  advances  1.1% in  an upbeat  market,https://i-invdn-com.investing.com/news/MumbaiStockExchange_800x533_L_1630394918.jpg
"Feb 27, 2023 23:57","Sensex, Nifty rise in early trade on firm global cues",https://i-invdn-com.investing.com/akapi-images/520x292/ac8da3a57c6ed9ce9e72427f3e66854b_w_520_h_292.jpg
"Feb 27, 2023 23:56","Today’s Nifty Prediction – February 28, 2023: Testing a support",https://i-invdn-com.investing.com/akapi-images/520x292/17a22b78584432bb38c7f483cbc327b1_w_520_h_292.jpg
"Feb 27, 2023 23:35",Ashok Leyland shares  up  2.16% as Nifty  drops,https://i-invdn-com.investing.com/akapi-images/520x292/00c355ffebfd76c66eef21bed8c81fac_w_520_h_292.jpg
"Feb 27, 2023 23:30",Zee Ent. shares  up  6.37% as Nifty  gains,https://i-invdn-com.investing.com/news/moved_LYNXMPEI250AS_L.jpg
"Feb 27, 2023 23:13","Sensex, Nifty open flat with negative bias; Adani Ent cracks 6%",https://i-invdn-com.investing.com/news/BSESensex_800x533_L_1603113463.jpg
"Feb 27, 2023 23:04","Sensex, Nifty flat; Adani Ent sheds 5%",https://i-invdn-com.investing.com/news/moved_LYNXNPEF030DK_L.jpg
"Feb 27, 2023 22:51","Stock Market Updates: Sensex Opens Flat, Nifty Below 17,400; ZEEL Jumps 4%",https://i-invdn-com.investing.com/news/moved_LYNXMPEI130UU_L.jpg
"Feb 27, 2023 22:13","Nifty to test 20-year-old record in March as FIIs, retail investors play bear",https://i-invdn-com.investing.com/akapi-images/520x292/7caaae24221fa2023ff153c7fbe27615_w_520_h_292.jpg
"Feb 27, 2023 22:09","Cautious Sensex, Nifty likely to see a flat opening, as focus shifts to GDP number",https://i-invdn-com.investing.com/news/MumbaiStockExchange_800x533_L_1630394918.jpg
"Feb 27, 2023 22:07",Indices may open flat; global stocks advance,https://i-invdn-com.investing.com/akapi-images/520x292/53fa1aaae51c27ce35a7859f8067b6b0_w_520_h_292.jpg
"Feb 27, 2023 21:48","SGX Nifty gains 10 points: GDP data, Asian markets, crude oil prices, FPI flows trend & more",https://i-invdn-com.investing.com/akapi-images/520x292/c88d5b9efea24209ca2f8827e0e41a7a_w_520_h_292.jpg
"Feb 27, 2023 21:39","MARKET LIVE: SGX Nifty flat, Asia-Pacific shares positive; Q3 GDP data eyed",https://i-invdn-com.investing.com/news/moved_LYNXMPEGBJ06W_L.jpg
"Feb 27, 2023 21:35","Here's why Ravi Nathani is bullish on Nifty Private Bank, PSU Bank indices",https://i-invdn-com.investing.com/news/Sensex_800x533_L_1598545458.jpg
"Feb 27, 2023 21:01","Stock Market LIVE Updates: Sensex rises 100 pts, Nifty above 17,400; ZEEL jumps 4%, Adani Ent sheds 5%",https://i-invdn-com.investing.com/news/Sensex_800x533_L_1598546215.jpg
"Feb 27, 2023 14:10",SBI's new dividend yield fund good for moderate risk takers,https://i-invdn-com.investing.com/akapi-images/520x292/7feca540de67e1766b72d370dcc1d0f5_w_520_h_292.jpg
"Feb 27, 2023 10:42","Nifty PSU Bank index drops 16%, 5 stocks tumble over 20% so far in 2023",https://i-invdn-com.investing.com/news/moved_LYNXMPEHB01IT_L.jpg
"Feb 27, 2023 10:16",2 Chemical stocks trading at 52 week-low; Are you holding any?,https://i-invdn-com.investing.com/akapi-images/520x292/47508de14830993eb7d8eb2b6745d33c_w_520_h_292.jpg
"Feb 27, 2023 05:29","Asian stocks battered by Fed fears, uncertainty over Chinese recovery",https://i-invdn-com.investing.com/akapi-images/520x292/ced2a14cac10fae17928700860e83187_w_520_h_292.jpg
"Feb 26, 2023 23:56","Nifty, Sensex Fall As IT Stocks Drags Amid US Rate Hike Fears",https://i-invdn-com.investing.com/akapi-images/520x292/af48736e739063c2b5ad628b019cb472_w_520_h_292.jpg
"Feb 26, 2023 23:49",Stock market update: Nifty Bank index  falls  0.06% in  a weak  market,https://i-invdn-com.investing.com/news/MumbaiStockExchange_800x533_L_1614788256.jpg
"Feb 26, 2023 23:45","Sensex, Nifty fall as IT drags amid US rate fears",https://i-invdn-com.investing.com/news/Sensex_800x533_L_1598546215.jpg
"Feb 26, 2023 23:44",Stock market update: Nifty Pharma index  falls  0.91% in  a weak  market,https://i-invdn-com.investing.com/akapi-images/520x292/edc80cb895dc4560db26183b67cbbbbb_w_520_h_292.jpg
"Feb 26, 2023 23:37","Sensex sheds over 300 pts, Nifty below 17,400; Paytm rises 5%, Adani Ports rises 3%",https://i-invdn-com.investing.com/news/MumbaiStockExchange_800x533_L_1628748294.jpg
"Feb 26, 2023 23:30","Stock Market Updates: Sensex Down Over 250 pts, Nifty Around 17,400; Paytm Up 4%, Adani Transmission Falls 3%",https://i-invdn-com.investing.com/akapi-images/520x292/e5bb4cc77ddf30ebc9993151f495ccff_w_520_h_292.jpg
"Feb 26, 2023 23:30",GAIL shares  rise  2.22% as Nifty  drops,https://i-invdn-com.investing.com/akapi-images/520x292/1435611c7c8c66c2e1df537b4ba03a3d_w_520_h_292.jpg
"Feb 26, 2023 23:18","Sensex falls over 250 pts, Nifty below 17,400; IT stocks worst hit",https://i-invdn-com.investing.com/akapi-images/520x292/8fbc491568c7871db9f80296cc957126_w_520_h_292.jpg
"Feb 26, 2023 23:13","Monday blues! Sensex falls over 400 pts in early trade; Nifty below 17,400",https://i-invdn-com.investing.com/news/BSESensex_800x533_L_1603114516.jpg
"Feb 26, 2023 23:04","Benchmarks drift lower in early trade; Nifty below 17,450",https://i-invdn-com.investing.com/akapi-images/520x292/00c355ffebfd76c66eef21bed8c81fac_w_520_h_292.jpg
"Feb 26, 2023 22:30",Stocks that bucked market trend during week ended February 24,https://i-invdn-com.investing.com/akapi-images/520x292/44a28fec331f89355544a0d2756bdb80_w_520_h_292.jpg
"Feb 26, 2023 22:12",SGX Nifty indicates weak opening for domestic markets,https://i-invdn-com.investing.com/akapi-images/520x292/1435611c7c8c66c2e1df537b4ba03a3d_w_520_h_292.jpg
"Feb 26, 2023 21:57","Nifty Bank support seen at 39,500: All eyes on Axis Bank, ICICI Bank, SBI and BOB",https://i-invdn-com.investing.com/akapi-images/520x292/4d6aebce6dd702cd9d83baf9c2d838c1_w_520_h_292.jpg
"Feb 26, 2023 21:50","Nifty at sub-17,500 level. Can it stage recovery next week?",https://i-invdn-com.investing.com/akapi-images/520x292/af48736e739063c2b5ad628b019cb472_w_520_h_292.jpg
"Feb 26, 2023 21:44",Market may open lower on negative global cues,https://i-invdn-com.investing.com/akapi-images/520x292/2280295f360facf2d3906185c96c1562_w_520_h_292.jpg
"Feb 26, 2023 21:38",MARKET LIVE: SGX Nifty flat amid subdued global cues; Asian shares fall,https://i-invdn-com.investing.com/akapi-images/520x292/870dc2f27529218f416ac34cfcb7f00f_w_520_h_292.jpg
"Feb 26, 2023 21:35","SGX Nifty down 20 points: Asian markets fall, dollar moves higher, crude, FPI flows & more",https://i-invdn-com.investing.com/akapi-images/520x292/a9eede07efdc0f09839cb2e730fe8aa5_w_520_h_292.jpg
"Feb 26, 2023 21:16","Ravi Nathani decodes how to trade Nifty50, Nifty Bank amid volatility",https://i-invdn-com.investing.com/news/MumbaiStockExchange_800x533_L_1630012529.jpg
"Feb 26, 2023 20:46","Stock Market LIVE Updates: Sensex falls over 250 pts, Nifty below 17,450; Paytm jumps 4%, Adani Transmission sheds 3%",https://i-invdn-com.investing.com/akapi-images/520x292/396ba807378aae5d2ff5191414b3f70f_w_520_h_292.jpg
"Feb 26, 2023 20:00","Street Signs: Nifty above 200-DMA, new-age start-up stocks, and more",https://i-invdn-com.investing.com/news/MumbaiStockExchange_800x533_L_1630394918.jpg
"Feb 26, 2023 20:00",Best large cap mutual fund managers 2022,https://i-invdn-com.investing.com/akapi-images/520x292/49497e328650c97282d396f8324a95e7_w_520_h_292.jpg
"Feb 26, 2023 01:49",ETMarkets Smart Talk: Rahul Ghose explains options trading strategy in Adani stocks,https://i-invdn-com.investing.com/news/GautamAdani_800x533_L_1655176752.jpg
"Feb 26, 2023 00:11",Nifty F&O Strategy: Go for Bidirectional Hedged Spread between 17400-17500,https://i-invdn-com.investing.com/news/moved_LYNXMPEI5K0D3_L.jpg
"Feb 25, 2023 23:32","Global cues, Adani developments, econ data to keep D-Street traders on tenterhooks next week",https://i-invdn-com.investing.com/akapi-images/520x292/9f6a2739c58268cc2a7b17a26dd5adf1_w_520_h_292.jpg
"Feb 25, 2023 09:54",Big Story: Setting up an options trade,https://i-invdn-com.investing.com/akapi-images/520x292/f3b3ecf25f2035577ee6fcc86c900f07_w_520_h_292.jpg
"Feb 25, 2023 08:56",F&O Tracker: Derivative participants remain bearish,https://i-invdn-com.investing.com/akapi-images/520x292/396e230f2bd9b82057c864897a5b398a_w_520_h_292.jpg
"Feb 25, 2023 08:40","Index Outlook: Nifty 50, Sensex have more room to fall",https://i-invdn-com.investing.com/akapi-images/520x292/00c355ffebfd76c66eef21bed8c81fac_w_520_h_292.jpg
"Feb 25, 2023 05:11","Sensex, Nifty: From GDP numbers to US jobless claims, factors that may drive markets this week",https://i-invdn-com.investing.com/akapi-images/520x292/26765bc8a3d976d25045053aee068be1_w_520_h_292.jpg
"Feb 24, 2023 08:39","Market Watch: 46 out of 50 Nifty constituents decline, investors get poorer by Rs 6.79 lakh crore",https://i-invdn-com.investing.com/akapi-images/520x292/1435611c7c8c66c2e1df537b4ba03a3d_w_520_h_292.jpg
"Feb 24, 2023 06:47","Technical View | Nifty sees biggest weekly fall in 8 months, 17,500 vital for pullback rally",https://i-invdn-com.investing.com/news/MumbaiStockExchange_800x533_L_1602147138.jpg
"Feb 24, 2023 06:45",Tech View: Nifty forms a long bear candle. What should traders do next week,https://i-invdn-com.investing.com/news/MumbaiStockExchange_800x533_L_1630394918.jpg
"Feb 24, 2023 06:37",Stock market update: Nifty IT index  falls  0.27%,https://i-invdn-com.investing.com/news/Sensex_800x533_L_1598545458.jpg
"Feb 24, 2023 06:32","Barometers tumble for 6th day, Nifty ends at 17,465.80, metal shares slide",https://i-invdn-com.investing.com/akapi-images/520x292/99f0eccd7e51416b5f4d516d48376ff8_w_520_h_292.jpg
"Feb 24, 2023 06:06",Stock market update: Nifty Bank index  falls  0.23%,https://i-invdn-com.investing.com/akapi-images/520x292/1435611c7c8c66c2e1df537b4ba03a3d_w_520_h_292.jpg
"Feb 24, 2023 06:05",11 Nifty stocks that saw highest upgrades & downgrades,https://i-invdn-com.investing.com/news/Sensex_800x533_L_1598546215.jpg
"Feb 24, 2023 05:56","Sensex, Nifty extend losses for 6th session; Macrotech Developers, IRB Infra, Adani Enterprises dive up to 11%",https://i-invdn-com.investing.com/news/MumbaiStockExchange_800x533_L_1630012529.jpg
"Feb 24, 2023 05:50",Stock market update: Nifty Realty index  falls  0.54%,https://i-invdn-com.investing.com/news/moved_LYNXMPEHB01IT_L.jpg
"Feb 24, 2023 05:40",Stock market update: Nifty Pharma index  advances  0.23%,https://i-invdn-com.investing.com/akapi-images/520x292/0861bb42b176c7d27bafe7b5988fba46_w_520_h_292.jpg
"Feb 24, 2023 05:30",Stock market update: Nifty Auto index  falls  0.87%,https://i-invdn-com.investing.com/news/MumbaiStockExchange_800x533_L_1630394918.jpg
"Feb 24, 2023 05:30",Quick Wrap: Nifty Metal Index declines 3.00%,https://i-invdn-com.investing.com/akapi-images/520x292/2eb1fc1719b9cdd4544608318cb36513_w_520_h_292.jpg
"Feb 24, 2023 05:29","Mahindra CIE Automotive zooms 16% to a new closing high, outraces Nifty Auto",https://i-invdn-com.investing.com/news/Sensex_800x533_L_1598546215.jpg
"Feb 24, 2023 05:29","Taking Stock | Nifty slips below 17,500, Sensex settles 141 points lower; metals crack",https://i-invdn-com.investing.com/news/moved_LYNXMPEI5K0D3_L.jpg
"Feb 24, 2023 05:24","Sensex extends losses to 6th session, ends 142 pts lower; Nifty below 17,500; SpiceJet soars 12%, Hindalco plunges 5%",https://i-invdn-com.investing.com/akapi-images/520x292/cbceffa213603b6e4dcbe753720f91a4_w_520_h_292.jpg
"Feb 24, 2023 05:21","Sensex extends losses to 6th session, investors  get poorer by Rs 74,830 cr this week",https://i-invdn-com.investing.com/akapi-images/520x292/2dfee6fbb94991f325a35c18ffe6199f_w_520_h_292.jpg
"Feb 24, 2023 05:17","Indices slide for 6th day, Nifty holds 17,450 mark, metal stocks tumble",https://i-invdn-com.investing.com/akapi-images/520x292/56923429d3771b4ff8a5676e9cde0d7d_w_520_h_292.jpg
"Feb 24, 2023 05:15","Sensex, Nifty Fall For Straight Sixth Day, Fed Rate Hike Concerns Weigh",https://i-invdn-com.investing.com/akapi-images/520x292/8fbc491568c7871db9f80296cc957126_w_520_h_292.jpg
"Feb 24, 2023 05:06","Asian stocks sink, Nikkei rallies as Ueda offers few changes",https://i-invdn-com.investing.com/akapi-images/520x292/221c394892b23cb3f319b7ab88caac28_w_520_h_292.jpg
"Feb 24, 2023 03:20","SGX Nifty Up, D-Street’s Opening Cues Following Global Signals",https://i-invdn-com.investing.com/akapi-images/520x292/26765bc8a3d976d25045053aee068be1_w_520_h_292.jpg
"Feb 23, 2023 21:46","SGX Nifty rises 52 points: Wall Street shares snap 4-day losing run; Asian markets mixed, oil prices rise",https://i-invdn-com.investing.com/akapi-images/520x292/60255b4928d2b9a648e190401710904f_w_520_h_292.jpg
"Feb 23, 2023 21:36",MARKET LIVE: SGX Nifty up 50pts amid strong global mood; Brent up $82/bbl,https://i-invdn-com.investing.com/akapi-images/520x292/6ce11f59379ffa5757f7f10791f3f678_w_520_h_292.jpg
"Feb 23, 2023 21:26","'Buy-on-dips' strategy suitable for Nifty MidCap 50, suggests Ravi Nathani",https://i-invdn-com.investing.com/news/moved_LYNXMPEI250AS_L.jpg
"Feb 23, 2023 13:20","Sensex, Nifty extend losses into fifth session on rate hike fears",https://i-invdn-com.investing.com/news/moved_LYNXMPEI250AS_L.jpg
"Feb 23, 2023 10:36","Nifty Realty hits 7-month low, stocks falls up to 55% from ‘22 highs",https://i-invdn-com.investing.com/akapi-images/520x292/2dfee6fbb94991f325a35c18ffe6199f_w_520_h_292.jpg
"Feb 23, 2023 09:27","Market Watch: Nifty closes in red for 5th consecutive session; Asian Paints, L&T drag most",https://i-invdn-com.investing.com/news/Paint_800x533_L_1645053561.jpg
"Feb 23, 2023 06:46","Technical View | Nifty sinks to 4-month low, 17,500 is the level to watch",https://i-invdn-com.investing.com/akapi-images/520x292/ec704d7ed51e54f329a789510d3fc08c_w_520_h_292.jpg
"Feb 23, 2023 06:32","Sensex, Nifty extend losses into 5th session on growing rate hike fears",https://i-invdn-com.investing.com/news/moved_LYNXMPEHB01IT_L.jpg
"Feb 23, 2023 06:30",Tech View: Nifty ends Feb series with a red candle. What traders should do on Friday,https://i-invdn-com.investing.com/akapi-images/520x292/af48736e739063c2b5ad628b019cb472_w_520_h_292.jpg
"Feb 23, 2023 06:16",Barometers end with minor cuts; PSU bank index outperforms,https://i-invdn-com.investing.com/akapi-images/520x292/c59b700bbb7d3380388033121a2f75ee_w_520_h_292.jpg
"Feb 23, 2023 06:01",Stock market update: Nifty Auto index  falls  0.06%,https://i-invdn-com.investing.com/akapi-images/520x292/ec704d7ed51e54f329a789510d3fc08c_w_520_h_292.jpg
"Feb 23, 2023 05:51",Stock market update: Nifty IT index  falls  0.03%,https://i-invdn-com.investing.com/news/MumbaiStockExchange_800x533_L_1628748294.jpg
"Feb 23, 2023 05:48",Nifty March futures trade at premium,https://i-invdn-com.investing.com/akapi-images/520x292/ec704d7ed51e54f329a789510d3fc08c_w_520_h_292.jpg
"Feb 23, 2023 05:47","Sensex, Nifty extend losses for 5th day; IRB Infra, Tejas Networks, Adani Total Gas dive up to 13%",https://i-invdn-com.investing.com/news/Sensex_800x533_L_1598546215.jpg
"Feb 23, 2023 05:36","Markets Decline For Fifth Day, Sensex Nifty Down On Fed Hike Fears",https://i-invdn-com.investing.com/news/moved_LYNXNPEC1A09D_L.jpg
"Feb 23, 2023 05:35",Stock market update: Nifty Pharma index  falls  0.2%,https://i-invdn-com.investing.com/akapi-images/520x292/257f5bdc4aab943bfdc241aa09ecee99_w_520_h_292.jpg
"Feb 23, 2023 05:27","Worst Performers! Sensex, Nifty lag behind top global peers in 2023",https://i-invdn-com.investing.com/news/moved_LYNXNPEF030DK_L.jpg
"Feb 23, 2023 05:21","Benchmarks tumble for 5th day, Sensex slips 139 pts, Nifty ends at 17,511.25",https://i-invdn-com.investing.com/akapi-images/520x292/00c355ffebfd76c66eef21bed8c81fac_w_520_h_292.jpg
"Feb 23, 2023 05:17","Sensex falls 139 pts, Nifty holds 17,500; Adani Power sheds 5%",https://i-invdn-com.investing.com/news/moved_LYNXMPEI5K0D3_L.jpg
"Feb 23, 2023 05:16","Sensex extends losses to 5th session, ends 139 pts lower; Nifty below 17,550",https://i-invdn-com.investing.com/news/moved_LYNXNPEF030DK_L.jpg
"Feb 23, 2023 05:13","Tata Steel Tops Nifty, Sensex: Acquires Rs 300 Crore Shares in Subsidiary",https://i-invdn-com.investing.com/akapi-images/520x292/0dca3829bc95f5063cc33fab0084ce7d_w_520_h_292.jpg
"Feb 23, 2023 00:08","Nifty Prediction – February 23, 2023: Stay out of the market",https://i-invdn-com.investing.com/news/moved_LYNXMPEI5K0D3_L.jpg
"Feb 22, 2023 23:42","Sensex, Nifty dip in early trade as rate hike worries persist",https://i-invdn-com.investing.com/akapi-images/520x292/af48736e739063c2b5ad628b019cb472_w_520_h_292.jpg
"Feb 22, 2023 23:30","Sensex, Nifty fall in early trade; banking, consumer durables shares top losers",https://i-invdn-com.investing.com/news/moved_LYNXMPEHB01IT_L.jpg
"Feb 22, 2023 23:29",Stock market update: Nifty Pharma index  falls  0.01% in  an upbeat  market,https://i-invdn-com.investing.com/news/Pharmaceuticals_800x533_L_1601499080.jpg
"Feb 22, 2023 23:12","Sensex falls over 300 points on mixed global cues; Nifty breaches 17,500 mark",https://i-invdn-com.investing.com/akapi-images/520x292/1435611c7c8c66c2e1df537b4ba03a3d_w_520_h_292.jpg
"Feb 22, 2023 23:09","Sensex, Nifty flat on mixed global cues; GAIL gains 2%",https://i-invdn-com.investing.com/akapi-images/520x292/1435611c7c8c66c2e1df537b4ba03a3d_w_520_h_292.jpg
"Feb 22, 2023 23:05","Indices trade with minor cuts, breadth negative",https://i-invdn-com.investing.com/akapi-images/520x292/f3b3ecf25f2035577ee6fcc86c900f07_w_520_h_292.jpg
"Feb 22, 2023 23:00","Nifty can tumble over 15% from here on if it breaks 17,300, charts suggest",https://i-invdn-com.investing.com/news/moved_LYNXMPEGBJ06W_L.jpg
"Feb 22, 2023 22:47","Stock Market Updates: Sensex Opens Flat, Nifty Slips Below 17,550 Amid Mixed Global Cues; Key Points",https://i-invdn-com.investing.com/news/MumbaiStockExchange_800x533_L_1602147138.jpg
"Feb 22, 2023 22:06",Market may open higher,https://i-invdn-com.investing.com/akapi-images/520x292/396e230f2bd9b82057c864897a5b398a_w_520_h_292.jpg
"Feb 22, 2023 21:39",MARKET LIVE: SGX Nifty rises 50 points; Asia-Pacific exhibit mixed cues,https://i-invdn-com.investing.com/akapi-images/520x292/00c355ffebfd76c66eef21bed8c81fac_w_520_h_292.jpg
"Feb 22, 2023 21:31","SGX Nifty rises 53 points: Fed minutes, mixed Asian markets, recovery in oil prices, FPI outflows & more",https://i-invdn-com.investing.com/akapi-images/520x292/2eaca7ce5c31e2dd57cb109ee58f8886_w_520_h_292.jpg
"Feb 22, 2023 21:00","Stock Market LIVE Updates: Sensex sheds 350 pts, Nifty tests 17,500; GAIL rises 2%, ZEEL falls 6%",https://i-invdn-com.investing.com/news/MumbaiStockExchange_800x533_L_1614788256.jpg
"Feb 22, 2023 13:45",Indian stock markets plunge down sharply over fear of new 'Cold War',https://i-invdn-com.investing.com/akapi-images/520x292/26765bc8a3d976d25045053aee068be1_w_520_h_292.jpg
"Feb 22, 2023 13:15",Indian stock markets plunges sharply,https://i-invdn-com.investing.com/akapi-images/520x292/af48736e739063c2b5ad628b019cb472_w_520_h_292.jpg
"Feb 22, 2023 09:30","India VIX Rallies 11%, D-St Sell-Off Intensifies, Investor Wealth Wipes Out",https://i-invdn-com.investing.com/akapi-images/520x292/a0818f2f750cc94e52ee55f340f823cc_w_520_h_292.jpg
"Feb 22, 2023 08:30",Small-Cap Stock Hits 10% UC in Torrid Market on Rs 41.7 Cr Fundraising Approval,https://i-invdn-com.investing.com/akapi-images/520x292/3d563942dcdae4f1716c58b1f752bfa0_w_520_h_292.jpg
"Feb 22, 2023 05:51","Sensex Sheds 550 Pts, India VIX Jumps 7%, Nifty Sectors Painted in Red",https://i-invdn-com.investing.com/akapi-images/520x292/00c355ffebfd76c66eef21bed8c81fac_w_520_h_292.jpg
"Feb 22, 2023 03:01","Nifty’s Opening Ahead of RBI, Fed Minutes: SGX Nifty Slides, Global Cues",https://i-invdn-com.investing.com/akapi-images/520x292/1435611c7c8c66c2e1df537b4ba03a3d_w_520_h_292.jpg
"Feb 21, 2023 21:40",MARKET LIVE: SGX Nifty signals somber start amid weak global cues,https://i-invdn-com.investing.com/news/moved_LYNXNPEF030DK_L.jpg
"Feb 21, 2023 21:33","Here's why Vinay Rajani is bullish on Pidilite Industries, Delhivery",https://i-invdn-com.investing.com/akapi-images/520x292/1435611c7c8c66c2e1df537b4ba03a3d_w_520_h_292.jpg
"Feb 21, 2023 21:27","SGX Nifty drops 80 points: Wall Street selloff, Fed minutes, weak Asian markets, firm dollar, Nifty outlook & more",https://i-invdn-com.investing.com/akapi-images/520x292/5b7034a3bd664497ee18f3c666d9d933_w_520_h_292.jpg
"Feb 21, 2023 21:16","Charts show range-bound pattern for Nifty FMCG, Auto indices: Ravi Nathani",https://i-invdn-com.investing.com/akapi-images/520x292/17a22b78584432bb38c7f483cbc327b1_w_520_h_292.jpg
"Feb 21, 2023 21:15",Indian Midcap Stocks: Catch Them Young,https://i-invdn-com.investing.com/akapi-images/520x292/c5501347d2418a37b8aba722f37a4c01_w_520_h_292.jpg
"Feb 21, 2023 12:36","Sensex, Nifty end lower in choppy trade, extend losses for third day",https://i-invdn-com.investing.com/news/BSESensex_800x533_L_1603114516.jpg
"Feb 21, 2023 11:45",Ahead of Market: 10 things that will decide D-Street action on Wednesday,https://i-invdn-com.investing.com/akapi-images/520x292/1435611c7c8c66c2e1df537b4ba03a3d_w_520_h_292.jpg
"Feb 21, 2023 08:32","Market Watch: Weak sentiment to continue till Nifty below 17,900",https://i-invdn-com.investing.com/news/moved_LYNXMPEI130UU_L.jpg
"Feb 21, 2023 07:40","Sensex, Nifty edge lower in choppy trade",https://i-invdn-com.investing.com/news/moved_LYNXNPEC7U0C0_L.jpg
"Feb 21, 2023 07:09","Technical View | Nifty forms bearish candle, 17,900 vital for upside",https://i-invdn-com.investing.com/news/Sensex_800x533_L_1598546215.jpg
"Feb 21, 2023 06:56","Benchmarks slide for 3rd day; Nifty holds 17,800; NSE VIX cross 14 mark",https://i-invdn-com.investing.com/akapi-images/520x292/00c355ffebfd76c66eef21bed8c81fac_w_520_h_292.jpg
"Feb 21, 2023 06:48",Tech View: Nifty charts hint at weakening selling pressure. What should traders do on Wednesday,https://i-invdn-com.investing.com/news/MumbaiStockExchange_800x533_L_1630394918.jpg
"Feb 21, 2023 06:32",Stock market update: Nifty Bank index  falls  0.07%,https://i-invdn-com.investing.com/news/Sensex_800x533_L_1598545458.jpg
"Feb 21, 2023 06:24","Sensex Edges Lower To Settle At 60,672.72, Nifty At 17,826.70",https://i-invdn-com.investing.com/news/BSESensex_800x533_L_1603114516.jpg
"Feb 21, 2023 06:17","Sensex, Nifty edge lower in choppy trade amid weak global cues",https://i-invdn-com.investing.com/news/BSESensex_800x533_L_1603113463.jpg
"Feb 21, 2023 06:11",Stock market update: Nifty Realty index  falls  1.2%,https://i-invdn-com.investing.com/akapi-images/520x292/ac8da3a57c6ed9ce9e72427f3e66854b_w_520_h_292.jpg
"Feb 21, 2023 06:01",Stock market update: Nifty IT index  falls  0.88%,https://i-invdn-com.investing.com/akapi-images/520x292/1435611c7c8c66c2e1df537b4ba03a3d_w_520_h_292.jpg
"Feb 21, 2023 05:50",Stock market update: Nifty Pharma index  falls  0.3%,https://i-invdn-com.investing.com/akapi-images/520x292/257f5bdc4aab943bfdc241aa09ecee99_w_520_h_292.jpg
