,Date,Title,Image
12,"Sep 23, 2021 05:12",Real Estate Stocks are Rallying Due to These Driving Factors,https://i-invdn-com.investing.com/akapi-images/520x292/e67fd9b6d7ea7b1da4ea707b352c53e6_w_520_h_292.jpg
13,"Sep 23, 2021 03:14",Why Media and Realty Stocks Made Big Gains Yesterday,https://i-invdn-com.investing.com/akapi-images/520x292/aa7ac85b52e6fc25f009ffc727fed82b_w_520_h_292.jpg
14,"Sep 22, 2021 22:08",Buy these two stocks for gains while Nifty 50 gears up to retest life-time highs,https://i-invdn-com.investing.com/akapi-images/520x292/8fbc491568c7871db9f80296cc957126_w_520_h_292.jpg
15,"Sep 22, 2021 21:56","Nifty, Bank Nifty consolidating but overall structure remains positive; what out for these stocks",https://i-invdn-com.investing.com/news/MumbaiStockExchange_800x533_L_1630012529.jpg
16,"Sep 22, 2021 21:55",MARKETS: SGX Nifty climbs 100 pts after US Fed meet outcome; banks in focus,https://i-invdn-com.investing.com/news/MumbaiStockExchange_800x533_L_1630394918.jpg
17,"Sep 22, 2021 21:45","SGX Nifty jumps 100 pts, Sensex, Nifty eye gap-up start; 5 things to know before market opens",https://i-invdn-com.investing.com/news/MumbaiStockExchange_800x533_L_1628748294.jpg
18,"Sep 22, 2021 21:33","Share Market LIVE: SGX Nifty surges ahead of opening; US Federal Reserve signals tapering, rate hike soon",https://i-invdn-com.investing.com/akapi-images/520x292/26765bc8a3d976d25045053aee068be1_w_520_h_292.jpg
19,"Sep 22, 2021 21:15","Market Ahead Podcast, September 23: Factors that could guide markets today",https://i-invdn-com.investing.com/akapi-images/520x292/885585c509d2263ccd3800f9deb878b5_w_520_h_292.jpg
20,"Sep 22, 2021 10:48",Ahead of Market | 12 things that will decide market action on Thursday,https://i-invdn-com.investing.com/akapi-images/520x292/7abf82bd6985ee7e93537eaca9d164bb_w_520_h_292.jpg
21,"Sep 22, 2021 10:45",India shares lower at close of trade; Nifty 50 down 0.09%,https://i-invdn-com.investing.com/akapi-images/520x292/ac8da3a57c6ed9ce9e72427f3e66854b_w_520_h_292.jpg
22,"Sep 22, 2021 05:27","Sensex ends 78 pts lower in volatile trade; Nifty50 settles below 17,550",https://i-invdn-com.investing.com/akapi-images/520x292/af48736e739063c2b5ad628b019cb472_w_520_h_292.jpg
23,"Sep 22, 2021 05:21","Sensex sheds 78 pts ahead of Fed outcome; Nifty50 below 17,550; ZEE soars 30%, Voda Idea tanks 4%",https://i-invdn-com.investing.com/akapi-images/520x292/1435611c7c8c66c2e1df537b4ba03a3d_w_520_h_292.jpg
24,"Sep 22, 2021 05:13","Sensex, Nifty End Marginally Lower; Realty Shares Outperform",https://i-invdn-com.investing.com/akapi-images/520x292/26765bc8a3d976d25045053aee068be1_w_520_h_292.jpg
25,"Sep 22, 2021 05:06","Indices end in red ahead of FOMC meeting; Media, IT outperform, banking stocks drag",https://i-invdn-com.investing.com/akapi-images/520x292/aa7ac85b52e6fc25f009ffc727fed82b_w_520_h_292.jpg
26,"Sep 22, 2021 04:33","Sensex, Nifty trade volatile; ITC regains Rs3 trillion market cap; Tyre stocks in demand",https://i-invdn-com.investing.com/akapi-images/520x292/17a22b78584432bb38c7f483cbc327b1_w_520_h_292.jpg
27,"Sep 22, 2021 04:30","Nifty Auto holds rising spree, index tops 1%; Tata Motors, M&M, MRF drive the performance",https://i-invdn-com.investing.com/akapi-images/520x292/2a20b524c03d114d6c182e045bb620c9_w_520_h_292.jpg
28,"Sep 22, 2021 04:05",Nifty IT continues to scale new heights; Six companies log new highs,https://i-invdn-com.investing.com/news/MumbaiStockExchange_800x533_L_1602147138.jpg
29,"Sep 22, 2021 03:55","Sensex, Nifty trade with small gains; Paras Defence IPO subscribed over 29 times",https://i-invdn-com.investing.com/akapi-images/520x292/00c355ffebfd76c66eef21bed8c81fac_w_520_h_292.jpg
30,"Sep 22, 2021 03:39",CG Consumer shares  fall  0.84% as Nifty  gains,https://i-invdn-com.investing.com/akapi-images/520x292/00c355ffebfd76c66eef21bed8c81fac_w_520_h_292.jpg
31,"Sep 22, 2021 03:30","Nifty Metal extends gain, index jumps over 1%; Coal India, Hindalco, NALCO top bulls",https://i-invdn-com.investing.com/akapi-images/520x292/0a620f31feb7e0f35de1b25bc966df79_w_520_h_292.jpg
32,"Sep 22, 2021 03:18",Aurobindo Pharma shares  up  0.9% as Nifty  gains,https://i-invdn-com.investing.com/akapi-images/520x292/975d798f9f20373d1d8ca07926b4e1f3_w_520_h_292.jpg
33,"Sep 22, 2021 03:13",Colgate-Palmolive shares  fall  0.55% as Nifty  gains,https://i-invdn-com.investing.com/akapi-images/520x292/d813b1a376ac020b5026c8fcde4459a8_w_520_h_292.jpg
34,"Sep 22, 2021 03:03",Avenue Supermart shares  rise  0.07% as Nifty  gains,https://i-invdn-com.investing.com/akapi-images/520x292/2dfee6fbb94991f325a35c18ffe6199f_w_520_h_292.jpg
35,"Sep 22, 2021 02:55","Nifty Realty index zooms 8.5%; DLF, Godrej Properties surge 10% each",https://i-invdn-com.investing.com/news/MumbaiStockExchange_800x533_L_1630012529.jpg
36,"Sep 22, 2021 02:50","Nifty Realty Gains 8.5%; Godrej Properties, Sunteck, Brigade Hit Fresh 52 Week High",https://i-invdn-com.investing.com/news/MumbaiStockExchange_800x533_L_1630012529.jpg
37,"Sep 22, 2021 02:49",Real Estate Shares Rally After Karnataka Government Cuts Stamp Duty,https://i-invdn-com.investing.com/akapi-images/520x292/38a99b5d510b170a388ba8a47e39f899_w_520_h_292.jpg
38,"Sep 22, 2021 02:37",How to ride the rally in real estate sector,https://i-invdn-com.investing.com/akapi-images/520x292/1f001f25a8c4ca2b2ccc585750f055b8_w_520_h_292.jpg
39,"Sep 22, 2021 02:35","Reliance Industries Ltd soars 1.03%, rises for third straight session",https://i-invdn-com.investing.com/akapi-images/520x292/775a0fc4d37b4b320feb3aa17d767d8b_w_520_h_292.jpg
40,"Sep 22, 2021 02:35",PVR Ltd gains around 2%,https://i-invdn-com.investing.com/akapi-images/520x292/7abf82bd6985ee7e93537eaca9d164bb_w_520_h_292.jpg
41,"Sep 22, 2021 02:31",Apollo Hospital shares  rise  0.02% as Nifty  gains,https://i-invdn-com.investing.com/akapi-images/520x292/1a52bfee90c0356eae5d491dadd5d051_w_520_h_292.jpg
42,"Sep 22, 2021 02:30","Nifty Realty hits fresh high; Index surges 8%; Godrej Properties, DLF hit fresh 52-week highs",https://i-invdn-com.investing.com/akapi-images/520x292/2dfee6fbb94991f325a35c18ffe6199f_w_520_h_292.jpg
43,"Sep 22, 2021 02:30","ITC Ltd spurts 0.37%, up for five straight sessions",https://i-invdn-com.investing.com/akapi-images/520x292/44a28fec331f89355544a0d2756bdb80_w_520_h_292.jpg
44,"Sep 22, 2021 02:28","Nifty Media hits new historic highs, index skyrockets over 11%; Zee rises whopping 25%; DishTV, TV18 add to winnings",https://i-invdn-com.investing.com/akapi-images/520x292/2dfee6fbb94991f325a35c18ffe6199f_w_520_h_292.jpg
65,"Sep 22, 2021 02:16","Sensex, Nifty Muted In Noon Trading; Tech Mahindra, M&M Top Gainers",https://i-invdn-com.investing.com/akapi-images/520x292/00c355ffebfd76c66eef21bed8c81fac_w_520_h_292.jpg
66,"Sep 22, 2021 02:03",Indices trade with tiny gains; breadth remains strong,https://i-invdn-com.investing.com/akapi-images/520x292/246182beba8189f1826ce11bdb46c006_w_520_h_292.jpg
67,"Sep 22, 2021 02:00",Bharat Forge shares  rise  0.53% as Nifty  gains,https://i-invdn-com.investing.com/akapi-images/520x292/ac8da3a57c6ed9ce9e72427f3e66854b_w_520_h_292.jpg
68,"Sep 22, 2021 01:35",Share price of Concor  rises  as Nifty  strengthens,https://i-invdn-com.investing.com/akapi-images/520x292/2dfee6fbb94991f325a35c18ffe6199f_w_520_h_292.jpg
69,"Sep 22, 2021 01:22","Zomato share price may fall 9%, JP Morgan initiates with underweight rating; premium valuations not justified",https://i-invdn-com.investing.com/akapi-images/520x292/c9f5665fe39e6f16e6e002b229aaa8f4_w_520_h_292.jpg
70,"Sep 22, 2021 01:21","Nifty Call: Go long on dips at 17,530 and accumulate at 17,510 with a stop-loss at 17,480.",https://i-invdn-com.investing.com/akapi-images/520x292/00c355ffebfd76c66eef21bed8c81fac_w_520_h_292.jpg
71,"Sep 22, 2021 00:54",Barometers trade near flat line; breadth strong,https://i-invdn-com.investing.com/akapi-images/520x292/396e230f2bd9b82057c864897a5b398a_w_520_h_292.jpg
72,"Sep 22, 2021 00:53",Petronet LNG shares  up  0.43% as Nifty  gains,https://i-invdn-com.investing.com/news/NaturalGas_800x533_L_1622740399.jpg
73,"Sep 22, 2021 00:47",Debt Free IT Company Stocks In India To Consider In 2021,https://i-invdn-com.investing.com/akapi-images/520x292/480dcff9f4264b0d4f7f76af72fc6d69_w_520_h_292.jpg
74,"Sep 22, 2021 00:22",Indian Oil Corp. shares  up  0.96% as Nifty  gains,https://i-invdn-com.investing.com/akapi-images/520x292/2dfee6fbb94991f325a35c18ffe6199f_w_520_h_292.jpg
75,"Sep 22, 2021 00:12",Adani Green shares  up  1.46% as Nifty  gains,https://i-invdn-com.investing.com/news/MumbaiStockExchange_800x533_L_1630012529.jpg
76,"Sep 22, 2021 00:07",Shares of Motherson Sumi  rise  as Nifty  gains,https://i-invdn-com.investing.com/akapi-images/520x292/af48736e739063c2b5ad628b019cb472_w_520_h_292.jpg
77,"Sep 22, 2021 00:05","Nifty Consumer Durables tops 100 pts as Relaxo, Havells lift the sentiments ahead of festive seasons",https://i-invdn-com.investing.com/akapi-images/520x292/2dfee6fbb94991f325a35c18ffe6199f_w_520_h_292.jpg
78,"Sep 21, 2021 23:56",Power Finance Corp. shares  up  1.09% as Nifty  gains,https://i-invdn-com.investing.com/news/MumbaiStockExchange_800x533_L_1628748294.jpg
79,"Sep 21, 2021 23:55","Sensex rises over 100 points in opening trade; Nifty tops 17,500",https://i-invdn-com.investing.com/akapi-images/520x292/17a22b78584432bb38c7f483cbc327b1_w_520_h_292.jpg
80,"Sep 21, 2021 23:54",Benchmarks bounce off early lows; auto stocks in demand,https://i-invdn-com.investing.com/akapi-images/520x292/2ac1efb0c5439de0d7175a344d1c5d36_w_520_h_292.jpg
81,"Sep 21, 2021 23:35",Ashok Leyland shares  rise  2.21% as Nifty  gains,https://i-invdn-com.investing.com/akapi-images/520x292/17a22b78584432bb38c7f483cbc327b1_w_520_h_292.jpg
82,"Sep 21, 2021 23:20","Markets on a cautious note; Sensex erases 59k, Nifty 50 below 17,560; Midcap stocks outperformed; Tech Mahindra, NTPC, IndusInd lead",https://i-invdn-com.investing.com/akapi-images/520x292/17a22b78584432bb38c7f483cbc327b1_w_520_h_292.jpg
83,"Sep 21, 2021 23:18","Stock Market Updates: Sensex up 50 points, Nifty above 17,550; Tech Mahindra, HCL Tech top gainers",https://i-invdn-com.investing.com/news/MumbaiStockExchange_800x533_L_1602147138.jpg
84,"Sep 21, 2021 23:14",Sensex trades flat; media stocks rally: Key factors,https://i-invdn-com.investing.com/news/MumbaiStockExchange_800x533_L_1630012529.jpg
85,"Sep 21, 2021 23:11","Sensex gains 50 points, Nifty at 17,580; ZEEL surges 10% on merger news",https://i-invdn-com.investing.com/akapi-images/520x292/eaa0d1aa0e20d9c27c1f44980eb5513c_w_520_h_292.jpg
86,"Sep 21, 2021 23:11","Stock Market Update: Market Opens With Gains, Sensex 59,111.95, Nifty at 17,589",https://i-invdn-com.investing.com/news/MumbaiStockExchange_800x533_L_1630012529.jpg
87,"Sep 21, 2021 22:59","Sensex, Nifty Trade On Flat Note; IT Stocks Gain, Banking Shares Subdued",https://i-invdn-com.investing.com/news/MumbaiStockExchange_800x533_L_1630012529.jpg
88,"Sep 21, 2021 22:26","RIL, Titan among top technical stocks to buy; Nifty may trade in 17650-17450 range amid uncertain global cues",https://i-invdn-com.investing.com/akapi-images/520x292/2dfee6fbb94991f325a35c18ffe6199f_w_520_h_292.jpg
89,"Sep 21, 2021 22:09","Zee Entertainment, SBI Cards, Reliance Industries, Torrent Power, Infosys, Nucleus stocks in focus",https://i-invdn-com.investing.com/akapi-images/520x292/da26f4e94ce18daf164326627901bb8d_w_520_h_292.jpg
110,"Sep 21, 2021 22:08","Nifty Seen Opening Below 17,550; Mphasis, Torrent Power In Focus",https://i-invdn-com.investing.com/news/MumbaiStockExchange_800x533_L_1630012529.jpg
111,"Sep 21, 2021 22:01",FinNifty Options To Be Settled On Tuesdays; No Weekly FinNifty Futures,https://i-invdn-com.investing.com/akapi-images/520x292/f30dc91b111cd09e871241e191c91597_w_520_h_292.jpg
112,"Sep 21, 2021 21:54",Indices may open lower on negative Asian stocks,https://i-invdn-com.investing.com/akapi-images/520x292/8c714f8f09782f0f5ec5742764ead5a2_w_520_h_292.jpg
113,"Sep 21, 2021 21:45",MARKET LIVE: SGX Nifty suggests weak start for D-St ahead of US Fed outcome,https://i-invdn-com.investing.com/news/MumbaiStockExchange_800x533_L_1630012529.jpg
114,"Sep 21, 2021 21:43","Stocks To Watch: MTAR Technologies, Mphasis, Torrent Power",https://i-invdn-com.investing.com/akapi-images/520x292/6600b85bcb351f45005b37f4dcf9dfaf_w_520_h_292.jpg
115,"Sep 21, 2021 21:39","Sensex  up 514 pts, Nifty  reclaims  17,500-mark",https://i-invdn-com.investing.com/akapi-images/520x292/ec704d7ed51e54f329a789510d3fc08c_w_520_h_292.jpg
116,"Sep 21, 2021 21:34",Share Market LIVE: SGX Nifty sits in red ahead of opening; Paras Defence IPO oversubscribed on day 1 of sale,https://i-invdn-com.investing.com/akapi-images/520x292/00c355ffebfd76c66eef21bed8c81fac_w_520_h_292.jpg
117,"Sep 21, 2021 21:32","Sensex, Nifty stare at cautious start on Wednesday; key things to know before market opens",https://i-invdn-com.investing.com/akapi-images/520x292/00c355ffebfd76c66eef21bed8c81fac_w_520_h_292.jpg
118,"Sep 21, 2021 20:58","Breakout seen on Infosys, GNFC daily charts, Vinay Rajani recommends buying",https://i-invdn-com.investing.com/akapi-images/520x292/2abcf31bf62ec0b71495521e0814e01f_w_520_h_292.jpg
119,"Sep 21, 2021 12:03","Stocks in News Today; HCL Tech, ONGC and ITC",https://i-invdn-com.investing.com/akapi-images/520x292/fe78210afcbda1b178a26a71f052d871_w_520_h_292.jpg
120,"Sep 21, 2021 10:45",India shares higher at close of trade; Nifty 50 up 0.95%,https://i-invdn-com.investing.com/akapi-images/520x292/2dfee6fbb94991f325a35c18ffe6199f_w_520_h_292.jpg
121,"Sep 21, 2021 07:07",The Real Reason Why Steel Stocks Plunged Yesterday,https://i-invdn-com.investing.com/akapi-images/520x292/b65487b9b0428a73c4063d80bd92c509_w_520_h_292.jpg
122,"Sep 21, 2021 06:14",Realty Stocks on Fire Today; Are These Signs of a Breakout?,https://i-invdn-com.investing.com/akapi-images/520x292/c6092c7298c72fe52059e0322eed5645_w_520_h_292.jpg
123,"Sep 21, 2021 00:34","Sensex gains over 250 pts, Nifty tops 17,400; metal stocks bounce back",https://i-invdn-com.investing.com/akapi-images/520x292/2dfee6fbb94991f325a35c18ffe6199f_w_520_h_292.jpg
124,"Sep 21, 2021 00:31",GAIL shares  rise  0.43% as Nifty  drops,https://i-invdn-com.investing.com/akapi-images/520x292/ac8da3a57c6ed9ce9e72427f3e66854b_w_520_h_292.jpg
125,"Sep 21, 2021 00:21",Shares of Aurobindo Pharma  rise  as Nifty  gains,https://i-invdn-com.investing.com/akapi-images/520x292/e929deec4025a80fb2b4bf56ee3fb9ac_w_520_h_292.jpg
126,"Sep 21, 2021 00:15","Nifty Realty climbs 2% defying market bears as Godrej Properties hit new record high; Prestige, Phoenix add to winnings",https://i-invdn-com.investing.com/news/MumbaiStockExchange_800x533_L_1614788256.jpg
127,"Sep 21, 2021 00:15",Nifty Realty climbs 2% defying market bears as Godrej Properties hit new record high,https://i-invdn-com.investing.com/akapi-images/520x292/8fbc491568c7871db9f80296cc957126_w_520_h_292.jpg
128,"Sep 21, 2021 00:10",Stock market update: Nifty Auto index  falls  1.4% in  a weak  market,https://i-invdn-com.investing.com/akapi-images/520x292/ac8da3a57c6ed9ce9e72427f3e66854b_w_520_h_292.jpg
129,"Sep 21, 2021 00:07",Nifty realty index gives 10-year breakout. Experts recommend these stocks to buy,https://i-invdn-com.investing.com/akapi-images/520x292/af48736e739063c2b5ad628b019cb472_w_520_h_292.jpg
130,"Sep 21, 2021 00:05","Sensex gains 150 points, Nifty nears 17,450; HCL Tech & HUL Top Gainers",https://i-invdn-com.investing.com/akapi-images/520x292/1435611c7c8c66c2e1df537b4ba03a3d_w_520_h_292.jpg
131,"Sep 21, 2021 00:01",Adani Ent. shares  rise  0.65% as Nifty  drops,https://i-invdn-com.investing.com/news/MumbaiStockExchange_800x533_L_1614788256.jpg
132,"Sep 20, 2021 23:59",Stock market update: Nifty Pharma index  advances  0.08% in  an upbeat  market,https://i-invdn-com.investing.com/akapi-images/520x292/207c894ad94dcaa00aa9bb92fdc6415f_w_520_h_292.jpg
133,"Sep 20, 2021 23:55",Info Edge shares  up  0.78% as Nifty  falls,https://i-invdn-com.investing.com/news/MumbaiStockExchange_800x533_L_1628748294.jpg
134,"Sep 20, 2021 23:53",Benchmarks trade flat; metal stocks slump,https://i-invdn-com.investing.com/akapi-images/520x292/38648c08af000d640d2396910e976d0e_w_520_h_292.jpg
155,"Sep 20, 2021 23:43","Sensex surges over 250 points in early trade; Nifty tops 17,400",https://i-invdn-com.investing.com/news/MumbaiStockExchange_800x533_L_1630394918.jpg
156,"Sep 20, 2021 23:35","Stock Market Updates: Sensex up 200 points, Nifty above 17,450; HCL Tech, HUL top gainers",https://i-invdn-com.investing.com/news/MumbaiStockExchange_800x533_L_1630394918.jpg
157,"Sep 20, 2021 23:34",Stock market update: Nifty Bank index  falls  0.5% in  an upbeat  market,https://i-invdn-com.investing.com/news/MumbaiStockExchange_800x533_L_1614788256.jpg
158,"Sep 20, 2021 23:29",Stock market update: Nifty IT index  advances  0.26% in  an upbeat  market,https://i-invdn-com.investing.com/news/MumbaiStockExchange_800x533_L_1628748294.jpg
159,"Sep 20, 2021 23:09",88% of Nifty50 stocks trade above 200-DMAs. Here's what they hint at,https://i-invdn-com.investing.com/akapi-images/520x292/ac8da3a57c6ed9ce9e72427f3e66854b_w_520_h_292.jpg
160,"Sep 20, 2021 23:05","Markets trade higher despite weak cues; Sensex up over 58,700, Nifty 50 nears 17,450; IT, Metal, Oil stocks lead; HCL Tech, HUL top gainers",https://i-invdn-com.investing.com/akapi-images/520x292/00c355ffebfd76c66eef21bed8c81fac_w_520_h_292.jpg
161,"Sep 20, 2021 23:05","Markets trade higher despite weak cues; Sensex over 58,700, Nifty 50 nears 17,450; IT, Metal, Oil stocks lead; HCL Tech, HUL top gainers",https://i-invdn-com.investing.com/akapi-images/520x292/2dfee6fbb94991f325a35c18ffe6199f_w_520_h_292.jpg
162,"Sep 20, 2021 22:56","Sensex Rises Over 200 Points, Nifty Above 17,450 Led By IT Shares",https://i-invdn-com.investing.com/akapi-images/520x292/17a22b78584432bb38c7f483cbc327b1_w_520_h_292.jpg
163,"Sep 20, 2021 22:52","Sensex gains in early trade, Nifty above 17,450; HCL Tech gains 3%",https://i-invdn-com.investing.com/news/MumbaiStockExchange_800x533_L_1630012529.jpg
164,"Sep 20, 2021 22:04","Vodafone Idea, Tata Power, Nestle, Cadila Healthcare, Zydus Healthcare, PNB, HCL Tech stocks in focus",https://i-invdn-com.investing.com/akapi-images/520x292/224fcb2015ad127e5c4717f377e94a8e_w_520_h_292.jpg
165,"Sep 20, 2021 22:00","Nifty Seen Opening Above 17,400; HAL, Hindustan Copper In Focus",https://i-invdn-com.investing.com/akapi-images/520x292/2dfee6fbb94991f325a35c18ffe6199f_w_520_h_292.jpg
166,"Sep 20, 2021 22:00",MARKET LIVE: SGX Nifty suggests firm start; Paras Defense IPO to open today,https://i-invdn-com.investing.com/news/MumbaiStockExchange_800x533_L_1628748294.jpg
167,"Sep 20, 2021 21:53",Rakesh Jhunjhunwala realty stock gives multibagger return in 2021. Do you own?,https://i-invdn-com.investing.com/news/RakeshJhunjhunwala_800x533_L_1615129014.jpg
168,"Sep 20, 2021 21:52",SGX Nifty hints at positive start for Indian indices,https://i-invdn-com.investing.com/akapi-images/520x292/17a22b78584432bb38c7f483cbc327b1_w_520_h_292.jpg
169,"Sep 20, 2021 21:42","Stocks To Watch: Adani Ports, HCL Tech, Cadila Healthcare",https://i-invdn-com.investing.com/news/Pharmeceuticals_800x533_L_1598852247.jpg
170,"Sep 20, 2021 21:36","Sensex, Nifty eye gap-up start on Tuesday; five things to know before market opens",https://i-invdn-com.investing.com/akapi-images/520x292/2dfee6fbb94991f325a35c18ffe6199f_w_520_h_292.jpg
171,"Sep 20, 2021 21:26",Share Market LIVE: SGX Nifty trades with gains ahead of opening; Paras Defence and Space IPO opens today,https://i-invdn-com.investing.com/news/MumbaiStockExchange_800x533_L_1628748294.jpg
172,"Sep 20, 2021 20:39",Sensex tanks 525  pts on global rout,https://i-invdn-com.investing.com/news/MumbaiStockExchange_800x533_L_1614788256.jpg
173,"Sep 20, 2021 11:56",2 Major Reasons Why Nifty Metal Sank 7% Today,https://i-invdn-com.investing.com/akapi-images/520x292/577c4986c06160d62e2ea97f3fdd70e9_w_520_h_292.jpg
174,"Sep 20, 2021 11:05",High Volatility Hit Indian Markets Today as All Indices Closed in Red,https://i-invdn-com.investing.com/akapi-images/520x292/750ec59e7091508b1e853f27d719ca0c_w_520_h_292.jpg
175,"Sep 20, 2021 10:45",India shares lower at close of trade; Nifty 50 down 1.07%,https://i-invdn-com.investing.com/akapi-images/520x292/8fbc491568c7871db9f80296cc957126_w_520_h_292.jpg
176,"Sep 20, 2021 05:27","Stock Market Update: Market Ended in Red, Sensex at 58,490.93, Nifty at 17,396",https://i-invdn-com.investing.com/akapi-images/520x292/17a22b78584432bb38c7f483cbc327b1_w_520_h_292.jpg
177,"Sep 20, 2021 05:17","Monday Mayhem! Investors lose Rs 3.78 lakh cr as Sensex plunges 524 pts; Nifty settles below 17,400",https://i-invdn-com.investing.com/akapi-images/520x292/1435611c7c8c66c2e1df537b4ba03a3d_w_520_h_292.jpg
178,"Sep 20, 2021 05:10","Sensex Drops 525 Points, Nifty Ends Below 17,400 On Weak Global Cues",https://i-invdn-com.investing.com/news/MumbaiStockExchange_800x533_L_1630394918.jpg
179,"Sep 20, 2021 05:10",Markets close lower; Metal stocks underperformed,https://i-invdn-com.investing.com/akapi-images/520x292/488ded2cd030bdffe248c943539bd118_w_520_h_292.jpg
200,"Sep 20, 2021 05:09","Sensex Plunges 500 Points; Metal, Banks Drag",https://i-invdn-com.investing.com/akapi-images/520x292/2dfee6fbb94991f325a35c18ffe6199f_w_520_h_292.jpg
201,"Sep 20, 2021 04:47",Indices extend loss; Sensex slips over 500 points; Hotel stocks in focus,https://i-invdn-com.investing.com/akapi-images/520x292/1435611c7c8c66c2e1df537b4ba03a3d_w_520_h_292.jpg
202,"Sep 20, 2021 04:47",Indices extend losses; Sensex slips over 500 points; Hotel stocks in focus,https://i-invdn-com.investing.com/akapi-images/520x292/af48736e739063c2b5ad628b019cb472_w_520_h_292.jpg
203,"Sep 20, 2021 04:37","Bank Nifty dips 525 pts with all stocks in red; HDFC Bank, SBI, IndusInd, AU Small weighing down most",https://i-invdn-com.investing.com/akapi-images/520x292/fc8e2db55619b86918274c70ce17d02d_w_520_h_292.jpg
204,"Sep 20, 2021 04:14","Formalisation in Indian economy: Invest in good quality, clean companies; don’t look at valuation in isolation",https://i-invdn-com.investing.com/akapi-images/520x292/3223d56d1cb6e3463e712e8b14a6b26c_w_520_h_292.jpg
205,"Sep 20, 2021 03:58",Shares trade near day's low; metal stocks slump,https://i-invdn-com.investing.com/akapi-images/520x292/2ce164961bfdd450a9dd529c0eacc0b2_w_520_h_292.jpg
206,"Sep 20, 2021 03:44","ITC share price hits new 52-week high, rallies 12% in one week; should you buy, sell or hold?",https://i-invdn-com.investing.com/akapi-images/520x292/c3e1b1fba203c70519266075fdc88a06_w_520_h_292.jpg
207,"Sep 20, 2021 03:42","Nifty Metal index slips over 4%; Tata Steel, Hindalco, JSPL plunge over 5%",https://i-invdn-com.investing.com/akapi-images/520x292/9007e74d7b93e4aafb56e69232e4e07d_w_520_h_292.jpg
208,"Sep 20, 2021 03:36","Sensex slips below 59,000 amid volatility",https://i-invdn-com.investing.com/news/MumbaiStockExchange_800x533_L_1628748294.jpg
209,"Sep 20, 2021 03:35",Nifty FMCG index outperforms in a dull market; ITC hits 52-week high as Jefferies raises target,https://i-invdn-com.investing.com/akapi-images/520x292/17a22b78584432bb38c7f483cbc327b1_w_520_h_292.jpg
210,"Sep 20, 2021 03:35",Nifty FMCG index outperforms in dull market; ITC hits 52-week high as Jefferies raises target,https://i-invdn-com.investing.com/news/MumbaiStockExchange_800x533_L_1630394918.jpg
211,"Sep 20, 2021 03:05",Bharat Petroleum Corporation Ltd down for fifth straight session,https://i-invdn-com.investing.com/akapi-images/520x292/5e6af2567e856afa3cc5459c8cf469c8_w_520_h_292.jpg
